Age,Occupation,Risk Tolerance,Investment Duration,Financial Goals,Investment Amount,Liquidity Needs,Investment Recommendation,Annual Income
53,Government Employee,Low,Mid-term,Education,196684,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1268569
27,Banker,Low,Mid-term,Education,172776,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1275386
57,Service Industry,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,700493
49,IT Professional,High,Short-term,Emergency Fund,211001,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1001389
18,Freelancer,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,544936
27,Consultant,High,Long-term,Wealth Building,194689,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1015686
21,Government Employee,Low,Mid-term,Education,351291,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,623415
46,Artist,Medium,Mid-term,Education,113531,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1148075
42,Self-Employed,High,Long-term,Retirement,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,888552
42,Retail Worker,Medium,Short-term,Emergency Fund,282550,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,756809
58,Freelancer,Medium,Short-term,Emergency Fund,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1149397
34,Service Industry,Low,Short-term,Emergency Fund,500000,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1026687
31,Business Owner,High,Short-term,Emergency Fund,479434,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1038754
53,Teacher,Low,Short-term,Emergency Fund,425866,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,801870
30,Artist,High,Long-term,Wealth Building,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1257086
29,Student,Low,Long-term,Retirement,80000,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,81550
46,Self-Employed,Medium,Mid-term,Education,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,616013
31,Teacher,Low,Long-term,Retirement,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,742812
30,Retail Worker,High,Short-term,Emergency Fund,157309,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,414091
36,Business Owner,Medium,Mid-term,Marriage,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,569735
22,Self-Employed,Medium,Long-term,Retirement,63105,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,906268
26,Freelancer,High,Short-term,Emergency Fund,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,396530
28,Self-Employed,Medium,Long-term,Wealth Building,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,851903
42,Teacher,Medium,Long-term,Retirement,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,414288
62,Engineer,Low,Mid-term,Education,221043,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1064919
18,Consultant,Low,Short-term,Emergency Fund,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1049217
33,Engineer,High,Mid-term,Marriage,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1057479
27,Government Employee,Low,Long-term,Wealth Building,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,541833
29,Business Owner,Low,Long-term,Retirement,12798,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1236022
22,Self-Employed,High,Mid-term,Education,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,721662
46,Doctor,Low,Mid-term,Marriage,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,581894
64,Artist,Low,Short-term,Emergency Fund,271153,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,973023
38,Service Industry,High,Mid-term,Education,372105,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,549490
40,Doctor,Low,Short-term,Emergency Fund,475862,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,733178
50,Lawyer,Medium,Mid-term,Education,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,936116
39,Engineer,Medium,Long-term,Wealth Building,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,457932
37,Banker,Low,Mid-term,Marriage,500000,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,902224
36,Consultant,Medium,Long-term,Retirement,490350,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,554590
18,Retail Worker,Low,Mid-term,Education,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,573426
58,Government Employee,High,Long-term,Wealth Building,327946,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1005059
27,Consultant,Low,Long-term,Wealth Building,161070,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,735067
30,Service Industry,High,Long-term,Retirement,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,621530
37,Business Owner,Low,Mid-term,Education,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,375476
38,Service Industry,High,Short-term,Emergency Fund,381422,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,771862
31,Retail Worker,Medium,Long-term,Retirement,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1180246
51,Lawyer,High,Mid-term,Education,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,651752
26,Government Employee,High,Mid-term,Education,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,734200
19,Self-Employed,Medium,Long-term,Wealth Building,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1027366
39,IT Professional,High,Long-term,Retirement,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,424572
63,Consultant,Medium,Short-term,Emergency Fund,401777,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,410040
48,Artist,Low,Long-term,Wealth Building,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,638717
23,Artist,Medium,Long-term,Retirement,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,557590
19,Engineer,High,Short-term,Emergency Fund,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,833675
28,Service Industry,Medium,Mid-term,Education,137368,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1280036
18,Artist,Low,Long-term,Wealth Building,225552,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,662228
20,Artist,Low,Short-term,Emergency Fund,500000,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,505389
20,Doctor,High,Short-term,Emergency Fund,50337,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,313214
33,Government Employee,Low,Short-term,Emergency Fund,3617,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,671919
34,Doctor,Medium,Long-term,Wealth Building,112786,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1126816
42,Doctor,Low,Mid-term,Education,500000,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1070930
27,IT Professional,High,Short-term,Emergency Fund,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,406176
33,Artist,Medium,Mid-term,Marriage,351233,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,468687
35,Student,High,Mid-term,Marriage,80000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,68001
31,Freelancer,Medium,Long-term,Retirement,24373,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,898723
46,Doctor,High,Short-term,Emergency Fund,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,737893
47,Doctor,Medium,Long-term,Retirement,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,1205769
51,Government Employee,Medium,Mid-term,Marriage,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1094107
45,IT Professional,Medium,Long-term,Wealth Building,351483,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,880787
38,IT Professional,Medium,Long-term,Retirement,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,790550
19,Freelancer,Low,Long-term,Retirement,500000,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,570252
20,Government Employee,Low,Short-term,Emergency Fund,37100,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,618581
54,Engineer,Medium,Long-term,Retirement,433497,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,878073
23,Artist,Low,Long-term,Wealth Building,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1241577
37,Teacher,Low,Mid-term,Marriage,500000,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,932499
23,Banker,Medium,Long-term,Retirement,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,547968
37,IT Professional,Medium,Long-term,Wealth Building,312093,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,364729
20,Doctor,Medium,Short-term,Emergency Fund,380903,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,802434
61,IT Professional,High,Long-term,Wealth Building,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1185137
31,Business Owner,Medium,Short-term,Emergency Fund,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,657775
31,Artist,Medium,Long-term,Retirement,298275,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,778864
60,Service Industry,Medium,Long-term,Wealth Building,396242,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,409396
21,Student,Medium,Mid-term,Marriage,80000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,89953
37,Retail Worker,Medium,Mid-term,Education,414633,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,543532
22,Retail Worker,Medium,Mid-term,Marriage,26955,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1174946
47,Consultant,Low,Short-term,Emergency Fund,237684,High,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,1105310
64,Teacher,Medium,Long-term,Wealth Building,468322,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,571906
35,Student,High,Mid-term,Education,34445,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,61117
23,Artist,Medium,Mid-term,Education,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,906915
21,Self-Employed,Medium,Long-term,Wealth Building,430424,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,428119
44,Consultant,Low,Mid-term,Marriage,299685,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,529869
30,Self-Employed,Low,Mid-term,Marriage,205381,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,913101
30,Banker,Medium,Long-term,Retirement,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,689981
28,Doctor,Medium,Mid-term,Marriage,281194,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1065851
49,Freelancer,Medium,Long-term,Retirement,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,402291
62,Student,High,Mid-term,Education,80000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,83361
45,Doctor,High,Mid-term,Education,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,571107
32,Teacher,Medium,Mid-term,Education,66647,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,438841
46,Retail Worker,Low,Mid-term,Marriage,500000,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,1078245
34,Business Owner,High,Long-term,Retirement,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1055127
33,Doctor,High,Long-term,Wealth Building,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,516611
60,Banker,Medium,Long-term,Wealth Building,392696,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1253538
27,Engineer,High,Short-term,Emergency Fund,500000,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,487230
18,Government Employee,Low,Short-term,Emergency Fund,331915,Medium,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,996924
44,Government Employee,High,Short-term,Emergency Fund,435329,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,884076
58,Doctor,Medium,Short-term,Emergency Fund,301811,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,834609
41,Banker,Medium,Mid-term,Marriage,500000,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1285326
33,IT Professional,Medium,Long-term,Wealth Building,500000,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,501159
35,Freelancer,Low,Mid-term,Education,103429,High,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,977268
24,Government Employee,Medium,Mid-term,Marriage,299292,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,392664
58,Student,High,Long-term,Wealth Building,80000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,83684
32,Consultant,Medium,Long-term,Retirement,910,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1246513
29,Doctor,Medium,Long-term,Wealth Building,111125,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1233001
42,Freelancer,Medium,Mid-term,Education,209158,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,1069279
48,Freelancer,High,Mid-term,Education,159537,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1241732
45,Consultant,Medium,Mid-term,Marriage,485749,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1141554
47,Teacher,Medium,Mid-term,Education,50287,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,1244714
34,Teacher,High,Long-term,Retirement,161883,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,1254475
38,Banker,High,Mid-term,Marriage,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,319682
20,Doctor,High,Long-term,Wealth Building,500000,High,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,491703
18,Banker,Low,Mid-term,Education,500000,Low,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,594371
43,IT Professional,High,Short-term,Emergency Fund,21099,Medium,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (Lumpsum): 20%,384018
57,Government Employee,Low,Long-term,Wealth Building,328751,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,684815
40,Service Industry,Medium,Short-term,Emergency Fund,500000,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,942519
31,Engineer,High,Long-term,Retirement,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1276361
26,Consultant,Low,Short-term,Emergency Fund,366295,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,613806
41,Government Employee,High,Long-term,Retirement,500000,Low,Stocks: 50%; Mutual Funds - Small Cap: 30%; Mutual Funds - Mid Cap (SIP): 20%,1186461
36,Lawyer,Medium,Short-term,Emergency Fund,110662,Medium,Gold Coins: 10%; Gold Bars: 10%; Mutual Funds - Large Cap: 40%; Government Bonds: 30%; Fixed Deposits: 10%,780501
20,Government Employee,Low,Long-term,Retirement,496490,Low,Government Bonds: 60%; Fixed Deposits: 20%; Post Office Schemes: 20%,349942
31,Retail Worker,Medium,Mid-term,Marriage,465060,Low,Sovereign Gold Bonds: 10%; Gold Jewelry: 10%; Fixed Deposits: 40%; Government Bonds: 30%; Post Office Schemes: 10%,650175
29,Retail Worker,Medium,Mid-term,Marriage,271952,High,Mutual Funds - Large Cap: 40%; Mutual Funds - Mid Cap (Lumpsum): 30%; Gold ETFs: 10%; Digital Gold: 10%; Government Bonds: 10%,993309
49,Banker,Low,Mid-term,Education,500000,Medium,Government Schemes: 40%; Post Office Schemes: 30%; Fixed Deposits: 30%,990311
